"BIBLIOGRAFIA";"AUTOR";"TITULO";"FECHA";"CRITERIO";"BLOQUE";"MEDIO";"SOPORTE";"TEMA";"PAIS";"ZONA";"TIPOLOGIA";"NOTAS";"CONCORDANCIA";"Valida";"cuantificador"
"Hernández de la Fuente, David: «En el sótano con Jung». La Razón. Madrid: larazon.es, 2018-12-06.";"Hernández de la Fuente, David";"La Razón";2018;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"España";;"Divulgación";;"restos arqueológicos. Para su, entonces, aún amigo Freud simbolizan deseos de muerte, quizá vinculados a su ya difícil relación. Pero Jung se opone y ve la parte normal de la casa como su estado de conciencia y los cráneos como un estrato hasta entonces ignorado: en la planta baja comenzaba lo inconsciente y cuanto más descendía tanto más conectaba con restos de una cultura primitiva, o sea, del alma primordial del hombre, en una imagen directriz que le sugirió el presentimiento de una psique colectiva que se puede indagar en los mitos.";"si";"cuanto"
"Miguel, Luna: El funeral de Lolita. Barcelona: Penguin Random House Grupo Editorial, S. A. U., 2018.";"Miguel, Luna";"El funeral de Lolita";2018;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"Cuanto más escribas, más sabrán. Cuanto más sepan, más te odiarán. Cuanto más te odien, más querrás huir. Cuanto más huyas...";"si";"cuanto"
"Pron, Patricio: Mañana tendremos otros nombres. Barcelona: Penguin Random House Grupo Editorial, 2019.";"Pron, Patricio";"Mañana tendremos otros nombres";2019;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Argentina";"Río de la Plata";"Ficción";"Premio Alfaguara de Novela 2019";"No sabía por qué se habían separado; de hecho, cuanto más pensaba en ello, más difícil le resultaba decir qué había sucedido. Quizá Ella había tomado la decisión durante ese verano, cualquiera de los días en que había regresado al apartamento y le había resumido su jornada, le había preguntado por la suya, habían cocinado juntos, habían discutido cuál de los dos había olvidado";"si";"cuanto"
"Campanario, Sebastián: Revolución senior. El auge de la generación +45. Buenos Aires: Sudamericana, 2019.";"Campanario, Sebastián";"Revolución senior. El auge de la generación +45";2019;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"Argentina";"Río de la Plata";"Divulgación";;"Y en su estudio de 1994 Lowenstein advirtió que se necesita algún conocimiento inicial para querer saber más sobre ese tema (no podemos ser curiosos de un asunto que desconocemos en absoluto). Las investigaciones muestran que, cuanto más sabemos, más queremos saber. Por eso Lowenstein recomienda “encender la máquina” de alguna forma, por ejemplo yendo a una librería y leyendo en diagonal libros al azar. John Maynard Keynes, padre de la macroeconomía moderna, sostenía que “Uno debe entrar a una librería vagamente, casi como en un sueño, y";"si";"cuanto"
"Sánchez Dragó, Fernando: Santiago Abascal – España vertebrada. Barcelona: Planeta, 2019.";"Sánchez Dragó, Fernando";"Santiago Abascal – España vertebrada";2019;"Primera edición";"No ficción";"Escrito";"Libro";"Política, economía y justicia";"España";;"Divulgación";;"Abascal: Una gran parte de ellos, sin duda. Están mirando por el rabillo del ojo a Podemos. En cuanto a lo que dicen de Vox, ojalá lo sigan diciendo todos los días, pues cuanto más digan, más insultan a muchos españoles que se sienten identificados con nosotros. Además, ese tipo de epítetos, de tanto abusar de ellos, han perdido toda su fuerza y capacidad de desprestigio. Ya nadie los toma en serio. Lo urgente, ahora, y no lo digo sólo pensando en Vox, es buscar";"si";"cuanto"
"Portela, Edurne: Formas de estar lejos. Barcelona: Galaxia Gutenberg, 2019.";"Portela, Edurne";"Formas de estar lejos";2019;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"éxito, Sylvia trabajaba de camarera en bares de carretera y mantenía con su sueldo a él y a los dos hijos que tuvo entre los diecinueve y los veintiún años. Cuanto más lejos estaba de triunfar, el-que-quería-ser-Cash más bebía y más culpaba a Sylvia y a los niños de los pesares de su vida. Y cuanto más bebía, más los maltrataba. Así vivieron unos diez años, como protagonistas de una película de serie B. El evento que precipitó un cambio en la vida de Sylvia fue su decisión de retomar los estudios. Nada ambicioso, un curso de administrativa para mayores en la universidad pública. No se atrevía a decírse";"si";"cuanto"
"Sánchez Castejón, Pedro: Manual de resistencia. Barcelona: Península, 2019.";"Sánchez Castejón, Pedro";"Manual de resistencia";2019;"Primera edición";"No ficción";"Escrito";"Libro";"Política, economía y justicia";"España";;"Biografía memoria";;"Por el contrario, con Cs se fueron produciendo avances a medida que las reuniones de trabajo iban profundizando en los distintos asuntos. Como ocurre en toda negociación, cuanto más avanzas más es posible seguir avanzando, pues el sentimiento de que hay puntos en común ya acordados, así como el trabajo realizado, constituyen alicientes para seguir por el camino del acuerdo y no de la ruptura. Esa fue la dinámica positiva que se generó con Cs. Rivera se esforzaba por incluir al PP,";"si";"cuanto"
"Fidalgo, Álex: Lo que tú digas. Madrid: Kailas Editorial, S.L., 2019.";"Fidalgo, Álex";"Lo que tú digas";2019;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"España";;"Entrevista";;"Esa es mi maravillosa vida. La mayoría de la gente, cuanto más trabaja, más estudia y mejor hace las cosas, mejor vive. Yo, en cambio, no sé qué he hecho mal en mi vida, pero cuanto mejor hago las cosas, peor vivo.";"si";"cuanto"
"Gabás, Luz: El latido de la tierra. Barcelona: Planeta, 2019.";"Gabás, Luz";"El latido de la tierra";2019;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"Alira la escuchó, y quiso preguntarle a qué se debía su tristeza, aunque, pensándolo bien, ¿qué le importaba? Cuanto más conocía a Dunia, más le intrigaba, incluso reconcomía, que Adrián la hubiese preferido a ella.";"si";"cuanto"
"Gabás, Luz: El latido de la tierra. Barcelona: Planeta, 2019.";"Gabás, Luz";"El latido de la tierra";2019;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"Pero pensad en algún sitio especial, una cueva, una ermita, una colina. Lo que sea. —Miró a Adrián, que tenía el ceño fruncido y la cabeza agachada—. Tranquilo. La encontraremos. Como es una mujer adulta, existe la posibilidad de que se haya marchado. Por eso, cuanto más adelantemos nosotros y más información recopilemos en estas primeras horas, más opciones habrá de que se resuelva bien. ¿Vamos, Alira? Empezaremos por el dormitorio de Dunia. Adrián, acompáñanos. Luego continúas con Amanda. Nos juntaremos todos aquí en una hora.";"no";"cuanto"
"Gabás, Luz: El latido de la tierra. Barcelona: Planeta, 2019.";"Gabás, Luz";"El latido de la tierra";2019;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"desapareció parecía otra persona. Su actitud burlona y jovial se había esfumado. Tal vez la amara, a su manera, y ahora estuviera arrepentido de no habérselo demostrado más, o de haberle sido infiel. Lo observó con cierto distanciamiento, como si fuera un hombre diferente al que había idealizado. Cuanto más conocía a Damer, más se daba cuenta de que había diseñado a Adrián en su mente a su conveniencia. La necesidad de alquilar las habitaciones le había brindado la posibilidad de tenerlo cerca de nuevo. Pero nada había salido como había soñado. Y ahora se daba cuenta de que no lo lamentaba demasiado. Ella";"si";"cuanto"
"Benavent, Elísabet: Toda la verdad de mis mentiras. España: Penguin Random House Grupo Editorial, 2019.";"Benavent, Elísabet";"Toda la verdad de mis mentiras";2019;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"—Lo que quiero decir, Coco, es que construí un modo de entender el amor que no pudiera hacerme daño. Cuanto más sientes, más arriesgas de ti mismo, más te abres, más das y cuando eso se acaba..., nadie te lo devuelve. No quería que nada pudiera decepcionarme, por eso no entendí.";"si";"cuanto"
"López Luaces, Marta: El placer de matar a una madre. Barcelona: Penguin Random House Grupo Editorial, 2019.";"López Luaces, Marta";"El placer de matar a una madre";2019;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"—Preferiría que tratara de quedarse. Tenemos que comenzar la terapia, cuanto más tardemos más difícil será la recuperación. Tenemos que comenzar a concentrarnos en su rehabilitación. Necesitaría, por lo menos, hacerle algunas preguntas de rutina para conocer su historial médico. Necesito saber si hay algún problema físico que tratar.";"si";"cuanto"
"López Luaces, Marta: El placer de matar a una madre. Barcelona: Penguin Random House Grupo Editorial, 2019.";"López Luaces, Marta";"El placer de matar a una madre";2019;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"en sus propias metas. Únicamente así pudimos ir progresando. Poco a poco, según fue tomando mayor confianza, su aprendizaje empezó a avanzar más rápido. Escribir le resultó más fácil. Ya comenzaba a creer en sí misma. Podía seguir mejor las instrucciones. Su ansiedad dejó de perjudicar su nivel de atención. Cuanto más aprendía más deseaba saber. Me hacía todo tipo de preguntas. A veces le podía responder y otras no. Eso no la desanimaba, continuaba preguntando. Una noche, cuando ya habíamos estado trabajando una hora y ya había tomado mayor confianza conmigo y consigo misma me dijo:";"si";"cuanto"
"«Japón y Reino Unido alcanzarían neutralidad de carbono en 2050». El Colombiano. Bogotá: elcolombiano.com, 2019-06-12.";;"El Colombiano";2019;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"Colombia";"Caribe continental";"Reportaje";;"Al grupo le preocupa que cuanto más aumentan las emisiones, más costoso resulta adoptar las medidas necesarias para reducirlas.";"si";"cuanto"
"Corazón Rural, Álvaro: «Fernando González de Nicolás: «Ahora los niños tienen mucho control mental, nosotros corríamos con más corazón que cabeza»». Jot Down. Sevilla: jotdown.es, 2019-07.";"Corazón Rural, Álvaro";"Jot Down";2019;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"España";;"Entrevista";;"Empecé con quince años, me he subido en todo tipo de moto y todo tipo de cilindrada, pero cuanto más aumenta tu categoría, más dinero necesitas. He sido subcampeón de España de coche y de moto, cuando llegas a un nivel ya sabes lo que necesitas y tienes que tener posibles. Esto es un saco sin fondo. Tú te compras una moto nueva, de fábrica, y para hacerla competitiva tienes que empezar";"si";"cuanto"
"Gutiérrez, Macarena: «“En Silicon Valley muchos no tienen ni móvil”». La Razón. Madrid: larazon.es, 2019-05-17.";"Gutiérrez, Macarena";"La Razón";2019;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"España";;"Entrevista";;"- La IA me ha hecho vegetariano, por ejemplo. Cuanto más sé de IA, más impresionado me siento con cosas como el vuelo de una abeja. No estamos ni cerca de poder replicar lo que ocurre en el sistema nervioso de este pequeño insecto. Así que mi respeto ha crecido por lo que pasa por sus mentes, da igual si son o no conscientes. Son terriblemente sofisticados";"si";"cuanto"
"Arriaga, Guillermo: Salvar el fuego. Barcelona: Alfaguara, 2020.";"Arriaga, Guillermo";"Salvar el fuego";2020;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";"Premio Alfaguara de novela 2020";"No paró de escribir. Rellenó los márgenes de las páginas y cuando se le acabaron, empezó a escribir entre las frases. Un libro dentro de otro libro y mientras más escribía, más cercano se sentía a su padre. Empezó a dimensionar el tamaño de sus logros, la fuerza de sus discursos, la importancia de sus ideas. Ceferino consagrado a la palabra: «Cada palabra ostenta un peso único. No hay ninguna que la sustituya. Los sinónimos no expresan lo mismo. Son";"si";"mientras"
"Arriaga, Guillermo: Salvar el fuego. Barcelona: Alfaguara, 2020.";"Arriaga, Guillermo";"Salvar el fuego";2020;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";"Premio Alfaguara de novela 2020";"Al salir de la cárcel después de acostarme con él, me dirigí a Danzamantes con la intención de aprovechar mis novísimas emociones y usarlas en el diseño de una nueva obra. En vano: eran intraducibles. Fui incapaz de articularlas al grupo y mientras más trataba, más me percataba de que recurría a frases crípticas para encubrir mi noviazgo secreto.";"si";"mientras"
"Arriaga, Guillermo: Salvar el fuego. Barcelona: Alfaguara, 2020.";"Arriaga, Guillermo";"Salvar el fuego";2020;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";"Premio Alfaguara de novela 2020";"perrito y gritando «más, más, más». Imagina a José Cuauhtémoc chupándole las chichis mientras la dedea y ella «más, más, más». Los imagina desnudos bajo la regadera, ella doblada mostrándole el culo para que se la meta por el chiquitín y él enjabonándola para que le entre más facilito y ella «más, más, más». Imagina a ambos empuercando el amor limpio y puro que sentía por ella. El vómito le gargarea en el esófago. Qué puede importarle si se piran cien mil si con ellos se va al infierno el cerdo tiñoso del JC.";"no";"entre"
"Arriaga, Guillermo: Salvar el fuego. Barcelona: Alfaguara, 2020.";"Arriaga, Guillermo";"Salvar el fuego";2020;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";"Premio Alfaguara de novela 2020";"Decidió ir derecho hacia San Ángel. Caminó hasta Insurgentes y dio vuelta en Avenida de la Paz rumbo a Revolución. Mientras más avanzaba, más burgués se ponía el rumbo. De los godines pasó a los mirreyes chavorrucos y a las rorras chiquiguapas. Egresaban de los restaurantes medio jarras a pedir su auto al valet. Cayennes para los paps, Land Rovers para las nenas y en el ínter, pose de padrotones ellos, de Cuqui la ratita";"si";"mientras"
